,Tweets,Subjectivity,Polarity,Analysis,Facts
412,": International centuries in the last 2 years since 24th November 2019. Cricket

1 - Yasir Shah (15 inns)
0 - Virat Koh…",0.03333333333333333,0.0,Neutral,Fact
413,   I don't think this s mathematically possible without sweeping the rest of Qualif… ,1.0,0.0,Neutral,Opinion
414,"_fanclub: Most centuries since 2019 in International cricket

13 - Rohit Sharma 👑
11- Joe Root 
11- Babar Azam 
8 - David Warner 
7…",0.25,0.25,Positive,Neutral
415,: What a journey. Al-shahbaz cricket club Larkana players welcomed  after his successful debut for Pakist…,0.95,0.75,Positive,Opinion
416,: A Presidential Advisor who has no advice and obviously no hope of ever advising the President can easily get 1 billion…,0.6666666666666667,0.21666666666666667,Positive,Neutral
417,"_YouTube: Two Italian greats.
Two players that are etched into World Cup history.
Paolo Rossi.
Roberto Baggio.
Who was better?

H…",0.25,0.25,Positive,Neutral
418,": Former Indian cricket captain &amp; BJP MP Gautam Gambhir has received death threat from 'ISIS Kashmir'

Why terrorists are plannin…",0.0,0.0,Neutral,Fact
419,boycott football world cup in Qatar,0.0,0.0,Neutral,Fact
420,": Former Indian cricket captain &amp; BJP MP Gautam Gambhir has received death threat from 'ISIS Kashmir'

Why terrorists are plannin…",0.0,0.0,Neutral,Fact
421,":  I love u Virat Kohli😘
Pls leave Anuskha and marry me 😓",0.6,0.5,Positive,Neutral
422,Good bye  from top10 t20 better 😉,0.55,0.6,Positive,Neutral
423,"_ash1: Kitni flat pitches hoti thi uss time pe , teams used to score 700+ on regular basis. No wonder Sachin - Dravid have 50+ ave…",0.10096153846153846,-0.0125,Negative,Fact
424, I would say both coz it would take another ten years for India to win the World Cup given the current progression,0.26666666666666666,0.26666666666666666,Positive,Neutral
425,: Goosebumps 🔥. National Anthem 🇮🇳 in an inauguration of Cricket Tournament that too in Kashmir. This feeling is somethin…,0.0,0.0,Neutral,Fact
426,_vohra: Dubai Cricket Council has proposed to host India Vs Pakistan games in future. (Reported by Khaleej Times).,0.125,0.0,Neutral,Fact
427,😭😭😭😭Joke of the decade .,0.0,0.0,Neutral,Fact
428,_Lage_Tumhe: This stare between Rahul Dravid and Shoaib Akhtar 🔥🥵🥵... Test cricket was at its best ... ,0.3,1.0,Positive,Neutral
429,: What a journey. Al-shahbaz cricket club Larkana players welcomed  after his successful debut for Pakist…,0.95,0.75,Positive,Opinion
430, Future cricket star of India ✨,0.125,0.0,Neutral,Fact
431,": Reliance Industries Limited, owner of Mumbai Indians will own a franchise in UAE T20 league.",0.5714285714285714,0.2642857142857143,Positive,Neutral
432,India vs New Zealand: Indian players to watch out for | Cricket News – Times of India ,0.45454545454545453,0.13636363636363635,Positive,Neutral
433,: Virat Kohli didn't score any hundred in last 2 years  but he scored the 2nd most fifties in that period and still has…,0.18888888888888888,0.16666666666666666,Positive,Fact
434,": Kane Williamson (in Press) said ""I don't think we are the favorites in the Test series - the depth of India cricket is…",0.0,0.0,Neutral,Fact
435,: Babar continues to be on top. Virat Kohli slips out of top 10 T20I batters after a long time. ,0.4666666666666666,0.31666666666666665,Positive,Neutral
436,Steve smith or virat kohli(in tests) ,0.0,0.0,Neutral,Fact
437," Rohit Sharma 🏏

INDvsNZ  AmazonVoucher 
Contest NZvIND NewZealand 
TeamIndia  
Tagging… ",0.0,0.0,Neutral,Fact
438,": Lost against Australia (2017) ❌
Lost against England (2021) ❌

Team India has lost only 2 out of 30 Tests at home in Virat…",1.0,0.0,Neutral,Opinion
439,": Virat Kohli🇮🇳 (last 30 t20I innings):
Runs - 1168 runs
Avg - 58.40
SR - 141.40

Babar Azam🇵🇰 (last 30 t20I innings):
Runs…",0.06666666666666667,0.0,Neutral,Fact
440,_sport: Two Norwegian journalists investigating conditions for migrant workers in Qatar before the World Cup were arrested and…,0.0,0.0,Neutral,Fact
441,"_vats2  So hockey is played by aliens and kabadi ,snooker kind of stuff too? If these teams of bot… ",0.9,0.6,Positive,Opinion
442,": These Indian players were never given such ""KING"" titles even after incredible performances, and a lad who has just started…",0.7,0.45,Positive,Neutral
443,": International centuries in the last 2 years since 24th November 2019. Cricket

1 - Yasir Shah (15 inns)
0 - Virat Koh…",0.03333333333333333,0.0,Neutral,Fact
444,_ After winning the world cup,0.75,0.5,Positive,Opinion
445,": 🇦🇺 On this day in 2018,  won their fourth T20 World Cup 🏆 ",0.0,0.0,Neutral,Fact
446,"_choklian: In tests 2021

Virat Kohli               Ashwin

15 innings                 10 innings
447 runs                   267…",0.0,0.0,Neutral,Fact
447,: Virat Kohli during the practice session. ,0.0,0.0,Neutral,Fact
448,": Even after Steven Smith scoring ducks in his next 17 test innings, his avg will be higher than Joe Root, Kane Williamson…",0.25,0.125,Positive,Neutral
449,": Reliance Industries Limited, owner of Mumbai Indians will own a franchise in UAE T20 league.",0.5714285714285714,0.2642857142857143,Positive,Neutral
450, Ratio from Virat Kohli (Right Arm Quick bowler) Fans😼,0.5178571428571428,0.30952380952380953,Positive,Neutral
451,: I live in two Indias where unregulated crypto exchanges and gambling sites are allowed to advertise during world cup matc…,0.5,0.13636363636363635,Positive,Neutral
452,_ecstasy: Congratulations to team India after winning against new Zealand. Who is your favorite cricket player ,0.7348484848484849,0.37878787878787873,Positive,Neutral
453,": OnThisDay in 2019, Babar and Rizwan forged their first 💯 stand together during the Brisbane Test against Australia 👏

Since…",0.3333333333333333,0.25,Positive,Neutral
454,   have released 3-4 podcasts since the DCMS hearing. All have been on the ashes and no… ,0.0,0.0,Neutral,Fact
455,   Challenging  to play chess against Champion of  Zilliqa Chess Worl… ,1.0,0.5,Positive,Opinion
456,_cricket: I don't think we are the Favourites in this Test Series against India. The depth of Indian cricket is their strength. - K…,0.0,0.0,Neutral,Fact
457,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
458,": Most centuries as captain across formats:

41 - Virat Kohli
41 - Ricky Ponting
33 - Graeme Smith
20 - Steve Smith
19 - M…",0.5,0.5,Positive,Neutral
459, T20 World Cup??,0.0,0.0,Neutral,Fact
460,": One of India's best has again called for a women's IPL WBBL07 
",0.3,1.0,Positive,Neutral
461,Mumbai Indians set to acquire team in UAE T20 League,0.0,0.0,Neutral,Fact
462," Rohit Sharma 🏏

INDvsNZ  AmazonVoucher 
Contest NZvIND NewZealand 
TeamIndia  
Tagging… ",0.0,0.0,Neutral,Fact
463, Al Hilal Club waiting for you in the  Club World Cup😉😉😉 ,0.0,0.0,Neutral,Fact
464,": Lost against Australia (2017) ❌
Lost against England (2021) ❌

Team India has lost only 2 out of 30 Tests at home in Virat…",1.0,0.0,Neutral,Opinion
465,": Reliance Industries Limited, owner of Mumbai Indians will own a franchise in UAE T20 league.",0.5714285714285714,0.2642857142857143,Positive,Neutral
466,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
467," As champions, it seems right that England host the WomensRugby World Cup, the game also needs to b… ",0.46785714285714286,-0.05714285714285716,Negative,Neutral
468,": Today we celebrate life of Lynda Oakley, a driving force of Ombersley Cricket Club. We would like to share our deepest and hear…",0.0,0.0,Neutral,Fact
469,"Know one thing.

Never it Virat Kohli and Ajinkya Rahane in same bracket.✍

After that stat

All played one match a… ",0.125,0.0,Neutral,Fact
470,As always Mohan  presents some unique facts about tomorrow's IndiaVsNewZealand Test at GreenPark Ka… ,1.0,0.375,Positive,Opinion
471,Reliance to own a team in UAE-based T20 league ,1.0,0.6,Positive,Opinion
472,": 🚨 NEW EPISODE OUT NOW! 🚨

""What time is Brunch?""

It's been another quiet week in the world of cricket... 😳

- Finny is d…",0.3939393939393939,0.08522727272727272,Positive,Neutral
473,: Norway journalists arrested while working in World Cup host Qatar ,0.0,0.0,Neutral,Fact
474,": Rohit Sharma has been playing more attacking shots in 2021 than in the last two years, and the rewards have been worth th…",0.2222222222222222,0.26666666666666666,Positive,Fact
475, Virat kohli wow..i can,0.0,0.0,Neutral,Fact
476,_cricket: Virat Kohli in the Nets batting practice sessions. ,0.0,0.0,Neutral,Fact
477,": Getting match ready 👌 👌

TeamIndia get into the groove for the first  INDvNZ Test in Kanpur 🎥 🔽 ",0.41666666666666663,0.225,Positive,Neutral
478,_Zain5: This innings by KING was justtt outstanding 😍🔥 Ind vs Wi 2019 T20🔥 this is the Virat we all know🥺🔥 Comeback soon king..we…,0.875,0.5,Positive,Opinion
479,: The preparation of Virat Kohli going on at Mumbai ahead of the second Test. (Source - Mid Day) ,0.0,0.0,Neutral,Fact
480,Michael Vaughan axed from BBC's Ashes team after fallout from cricket's racism scandal / _rumsby reports ,0.0,0.0,Neutral,Fact
481,RIL subsidiary set to acquire franchise in ECB’s UAE T20 League | Cricket News – Times of India ,0.0,0.0,Neutral,Fact
482,Michael Vaughan axed from BBC's Ashes team after fallout from cricket's racism scandal / _rumsby reports ,0.0,0.0,Neutral,Fact
483,: Mohammad Rizwan and his beloved pillow arrived earlier in Chattogram BANvPAK Cricket ,0.75,0.35,Positive,Opinion
484,some reason 😂 something stupid like the Bradford game a couple of years back. I think we’ll win the Club World Cup… ,0.44999999999999996,-0.09999999999999998,Negative,Neutral
485,Ind vs NZ first Test tough to crack ,0.5833333333333334,-0.06944444444444445,Negative,Neutral
486,🏏🏏 The latest report from the Cricket Shropshire presentation evening looks at the Coaching Award winners. Well don… ,0.9,0.5,Positive,Opinion
487,: Thank You Harsha for sharing this beautiful film. Loved the way the struggles and hardships of both the father and daught…,0.9,0.7749999999999999,Positive,Opinion
488,Thanks Dr YoseRizalDamuri  for joining us today and sharing Indonesian perspectives and priorities f… ,0.2,0.2,Positive,Fact
489,: TRUE✅  contacted Roberto Mancini for the job as new manager. Mancini said NO ❌ he said it is his duty to qualify with…,0.45454545454545453,0.13636363636363635,Positive,Neutral
490,": 🇮🇳 THE GABBA VICTORY
[ A THREAD ]

Australia 🇦🇺 hadn't lost a test match at Gabba since 1988
The main reason, it's pitch,…",0.3333333333333333,0.16666666666666666,Positive,Neutral
491,_Odisha: Wish the Indian junior hockey team all the best as they take on France in their opening match in the FIH Odisha Hockey…,0.3,1.0,Positive,Neutral
492, Reason why non test match bowlers shouldn't be forced into A TEAMS,0.2,-0.30000000000000004,Negative,Fact
493,": OnThisDay in 2009

Umar Akmal, playing his first Test match, scored a brilliant century (129 off 160 balls) in the fir…",0.6666666666666666,0.575,Positive,Neutral
494,": Getting match ready 👌 👌

TeamIndia get into the groove for the first  INDvNZ Test in Kanpur 🎥 🔽 ",0.41666666666666663,0.225,Positive,Neutral
495,"  I am not impressed by your cricket.
Idiot ..shutup",0.9,-0.65,Negative,Opinion
496,"Autumn series provides glorious glimpse of what can be achieved if England stage 2025 World Cup, writes… ",0.0,0.0,Neutral,Fact
497,    We are awaiting any recommendations from an independent heari… ,0.125,0.0,Neutral,Fact
498,": I played competitive football, rugby &amp; cricket for 38 years. In the veterans teams I played in, many were not in the be…",0.5,0.5,Positive,Neutral
499,Why is nobody talking about Junior Hockey World Cup? ,0.0,0.0,Neutral,Fact
